locationName,centerType,address1,address2,city,state,zip,phoneNumber,phoneExtension,websiteUrl,latitude,longitude
Adventist Health Care Imaging White Oak PET/CT,stand-alone imaging center,1886 Healing Way,Suite 102,Silver Spring,Maryland,20904,,,https://www.adventisthealthcare.com/locations/profile/imaging-pet-ct-center/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,39.049437,-76.956525
MEDSTAR @ WASHINGTON HOSPITAL CENTER,hospital-based,110  Irving St,,Washington,District of Columbia,20010,202-877-9296,,https://www.medstarhealth.org/services/the-burn-center,38.929225,-77.014498
Washington DC VA Medical Center,hospital-based,50 Irving St NW,,Washington DC,District of Columbia,20422,202 745-8000,,,38.928606,-77.010565
DIAGNOSTIC IMAGING ASSOCIATES,stand-alone imaging center,8116 Good Luck Rd,Suite 101,Lanham,Maryland,20706,301-459-7990,,https://www.dchweb.org/locations/diagnostic-imaging-llc-lanham,38.981344,-76.86552
Chesapeake Imaging Bowie,hospital-based,4201 NORTHVIEW DRIVE,SUITE 105,Bowie,Maryland,20716,855-455-8900,,https://www.cmirad.net/,38.947771,-76.736267
CHESAPEAKE MEDICAL IMAGING - GLEN BURNIE,stand-alone imaging center,7801 Elvaton Rd,,Glen Burnie,Maryland,21061,855-455-8900,,https://www.cmirad.net/imaging/petct/,39.139392,-76.627417
RADNET@AMERICAN RAD SRVS-HOWARD,stand-alone imaging center,8820 Columbia Pkwy,Suite 100,Columbia,Maryland,21045,443-409-3239,,https://www.radnet.com/american-radiology/locations/howard-county?utm_source=GMB&utm_medium=ARS_Columbia_Main&utm_campaign=GMB_ARS_Columbia,39.19933,-76.814282
CHESAPEAKE MEDICAL IMAGING - BESTGATE,stand-alone imaging center,810  Bestgate Rd,,Annapolis,Maryland,21401,855.455.8900,,https://www.cmirad.net/,38.994979,-76.537559
Ascension Saint Agnes Hospital,hospital-based,3449 Wilkens Ave,#300,Baltimore,Maryland,21229,667 234-4080,,https://healthcare.ascension.org/locations/maryland/mdbal/baltimore-ascension-saint-agnes-primary-care-wilkens-ave?utm_campaign=gmb&utm_medium=organic,39.271388,-76.674976
UMMC UNIVERSITY OF MARYLAND MEDICAL CENTER,hospital-based,22 South Greene St,,Baltimore,Maryland,21201,410-328-3225,,https://www.umms.org/ummc/locations/university-maryland-medical-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,39.288013,-76.624845
Johns Hopkins University  Hospital,hospital-based,1800 Orleans St,,Baltimore,Maryland,21287,410 955-5000,,https://www.hopkinsmedicine.org/the_johns_hopkins_hospital/?utm_source=Google&utm_medium=Organic&utm_campaign=Yext&utm_content=FAD&utm_keyword=JHH,39.295691,-76.592065
JOHNS HOPKINS UNIVERSITY HOSPITAL,hospital-based,1800  Orleans St,,Baltimore,Maryland,21817,410-955-7266,,https://www.hopkinsmedicine.org/emergencymedicine/contacts.html,39.296347,-76.591702
University of Maryland SHORE REGIONAL HEALTH,hospital-based,10A Martin Ct,,Easton,Maryland,21601,443 225-7474,,https://www.umms.org/shore/locations/diagnostic-imaging-easton,38.7652207,-76.0645787
CHESAPEAKE IMAGING - EASTON,stand-alone imaging center,401 Purdy St,,Easton,Maryland,21601,855-455-8900,,https://www.cmirad.net/,38.76536,-76.062987
Advanced Radiology -- Franklin Square,stand-alone imaging center,9101 Franklin Square Dr,,Rosedale,Maryland,21237,,,https://www.advancedradiology.com/www.advancedradiology.com/locations/medical-arts-building?utm_source=GMB&utm_medium=ADV_MedArts_Main&utm_campaign=GM,39.349992,-76.477757
Bay Health Medical Center,hospital-based,540 S Governors Ave,,Dover,Delaware,19901,,,https://www.bayhealth.org/,39.15348,-75.525881
RADNET@ADV RAD SRVS-HARFORD,stand-alone imaging center,104  Plumtree,#106,Bel Air,Maryland,21015,443-409-3239,,https://www.advancedradiology.com/www.advancedradiology.com/locations/harford-104-plumtree?utm_source=GMB&utm_medium=ADV_104_Main&utm_campaign=GMB_ADV_104,39.502421,-76.329572
Beebe Healthcare,hospital-based,18941 John J Williams Hwy Rt. 24,,Rehoboth Beach,Delaware,19971,302 645-3010,,https://www.beebehealthcare.org/locations,38.725428,-75.138076
PENINSULA IMAGING,stand-alone imaging center,1655 Woodbrooke Dr,Suite 101,Salisbury,Maryland,21801,410-749-1123,,https://www.peninsulaimaging.com/,38.364489,-75.552986
Christiana Care Health System,stand-alone imaging center,4755 Ogletown Stanton Rd,,Newark,Delaware,19711,,,https://christianacare.org/,39.686185,-75.671855
Delaware Imaging Network | Omega Professional Center - Omega Imaging,stand-alone imaging center,"L-6, Omega Dr",,Newark,Delaware,19713,302 369-4342,,https://www.radnet.com/delaware-imaging-network/locations/omega-imaging?utm_source=GMB&utm_medium=DIN_Omega_Main&utm_campaign=GMB_DIN_Omega,39.6906007,-75.6757698
Atlantic Medical Imaging,stand-alone imaging center,30 E Maryland Ave,,Somers Point,New Jersey,8244,,,,39.318327,-74.589577
Advanced Shore Imaging,stand-alone imaging center,2605 Shore Rd,Suite 101,Northfield,New Jersey,8225,,,https://advancedshoreimaging.com/,39.359567,-74.559418
South Jersey Radiology Associates - Turnersville,hospital-based,901 NJ-168 #301,Suite 301,Blackwood,New Jersey,8012,,,https://www.sjra.com/locations/turnersville/,39.777281,-75.053535
South Jersey Radiology Associates - Voorhees,hospital-based,100 Carnie Blvd,Suite B5 Ste B5,Voorhees Township,New Jersey,8043,888 909-7572,,https://www.sjra.com/locations/voorhees/,39.863609,-74.956633
Health Village Imaging,stand-alone imaging center,1301 Route 72 West,,Manahawkin,New Jersey,8050,,,https://www.healthvillageimaging.com/,39.724663,-74.290539
Larchmont Imaging Associates,stand-alone imaging center,210 Ark Road,Suite 106,Mount Laurel,New Jersey,8003,609-261-4500,,https://www.larchmontimaging.com,39.969128,-74.873075
"Toms River X-RAY, CT and MRI Center",stand-alone imaging center,154 Hwy 37 West,,Toms River,New Jersey,8755,732 244-0777,,http://www.tomsriverxray.com,39.966747,-74.221722
"Monmouth Medical Center, Southern Campus",hospital-based,600 River Ave,,Lakewood,New Jersey,8701,732 363-1900,,https://www.rwjbh.org/monmouth-medical-center-southern-campus/,40.073193,-74.218758
Ocean Medical Center Brick,hospital-based,425 Jack Martin Blvd,,Brick Township,New Jersey,8724,732 840-2200,,https://www.hackensackmeridianhealth.org/en/Locations/Ocean-University-Medical-Center,40.077027,-74.13152
ATLANTIC MEDICAL- MANASQUAN,stand-alone imaging center,2399 NJ- 34,Suite A-5,Manasquan,New Jersey,8736,732-223-9729,,https://www.amwwall.com/,40.125858,-74.083893
University Radiology at Jersey Shore,stand-alone imaging center,2100 Corlies Ave,,Neptune City,New Jersey,7753,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=Neptune,40.206514,-74.045394
University Radiology Group - Freehold,hospital-based,1043 W Main St,,Freehold Township,New Jersey,7728,732 462-1900,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=freehold,40.234333,-74.315573
Shrewsbury Diagnostic Imaging,stand-alone imaging center,1131 Broad St,110,Shrewsbury,New Jersey,7702,732 578-9640,,,40.31424,-74.062783
University Radiology,hospital-based,48 Gilbert St N,,Tinton Falls,New Jersey,7701,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=tinton_falls,40.326206,-74.07623
New York Cancer and Blood Specialists,stand-alone imaging center,365 East Main Street,,Patchogue,New York,11772,833-269-4624,,https://nycancer.com/,40.767364,-73.002061
Good Samaritan HMC - West ISLIP,hospital-based,1000 Montauk Hwy,,West Islip,New York,11795,,,https://www.chsli.org/locations/good-samaritan-hospital-imaging-services,40.694083,-73.294319
Stony Brook Southampton Hospital,hospital-based,240 Meeting House Lane,,Southampton,New York,11968,631-726-8270,,https://southampton.stonybrookmedicine.edu/,40.885085,-72.380418
New York Cancer and Blood Specialists,stand-alone imaging center,640 County Road,39,Southampton,New York,11968,833-269-4624,,https://nycancer.com/,40.886859,-72.37898
Good Samaritan Hospital - West ISLIP,hospital-based,1245 Montauk Hwy,,West Islip,New York,11795,,,https://www.chsli.org/good-samaritan-hospital,40.696602,-73.291163
NORTHWELL IMAGING AT BAYSHORE,stand-alone imaging center,440 East Main St,,Bayshore,New York,11706,631-414-8000,,https://www.northwell.edu/imaging/locations/bay-shore?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,40.726642,-73.229262
STONY BROOK ADVANCED IMAGING AT RIVERHEAD,stand-alone imaging center,350 Old Country Rd,,Riverhead,New York,11901,833-269-4624,,https://imaging.stonybrookmedicine.edu/locations,40.936125,-72.656571
New York Cancer and Blood Specialists,stand-alone imaging center,750 Old Country Road,,Riverhead,New York,11901,833-269-4624,,https://nycancer.com/,40.935116,-72.667132
Northwell Health Imaging at North Fork,stand-alone imaging center,1333 Roanoke Ave,,Riverhead,New York,11901,631 727-2755,,https://www.northwell.edu/imaging/locations/north-fork?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,40.9346496,-72.6757698
New York Cancer and Blood Specialists,stand-alone imaging center,1500 Route 112,Building 2A,Port Jefferson Station,New York,11776,833-269-4624,,https://nycancer.com/,40.91025,-73.030151
LAWRENCE AND MEMORIAL HOSPITAL,hospital-based,196 Waterford Prkwy South,Suite 102,Waterbury,Connecticut,6385,866-245-5995,,https://www.lmhospital.org/,41.366252,-72.162068
CONEMAUGH MEMORIAL MEDICAL CENTER,hospital-based,1086 Franklin St,,Johnstown,Pennsylvania,15905,814-534-5258,,https://www.conemaugh.org/directory-search/find-a-location/conemaugh-memorial-medical-center-family-medical-center,40.30471,-78.918702
CHARTER RADIOLOGY,stand-alone imaging center,5505 Signal Bell Lane,,Clarksville,Maryland,21029,443-933-0056,,https://www.charterradiology.com/clarksville-location/,39.209852,-76.938172
Advanced Radiology -- Crossroads,stand-alone imaging center,4801 Dorsey Hall Dr,#101,Ellicott City,Maryland,21042,,,https://www.advancedradiology.com/www.advancedradiology.com/locations/crossroads?utm_source=GMB&utm_medium=ADV_Crossroads_Main&utm_campaign=GMB_ADV_Cr,39.242501,-76.837186
RADNET @ ADV RAD SRVS - POMONA,stand-alone imaging center,1700 Reistertown Rd,#119,Baltimore,Maryland,21201,443-409-3239,,https://www.advancedradiology.com/www.advancedradiology.com/locations/pomona-square?utm_source=GMB&utm_medium=ADV_Pomona_Main&utm_campaign=GMB_ADV_Pomona,39.380618,-76.72932
RADNET @ ADV RAD SRVS GBMC MRI PET,hospital-based,6715 Charles St,,Towson,Maryland,21204,443-409-3239,,https://www.advancedradiology.com/www.advancedradiology.com/locations/gbmc-imaging?utm_source=GMB&utm_medium=ADV_GBMC_Main&utm_campaign=GMB_ADV_GBMC,39.395602,-76.626968
CHESAPEAKE IMAGING - TOWSON,stand-alone imaging center,1312  Bellona Ave,Suite 102,Lutherville Timonium,Maryland,21093,855-455-8900,,https://www.cmirad.net/imaging/petct/,39.418526,-76.630204
Advanced Radiology - Timonium Crossing,hospital-based,2080 York Rd,160,Timonium,Maryland,21093,443 436-4700,,,39.439932,-76.626966
Brinton Lake Imaging,hospital-based,500 Evergreen Dr,,Glen Mills,Pennsylvania,19342,,,https://www.crozerhealth.org/locations/practices/imaging/brinton-lake-imaging/,39.888011,-75.531764
Penn Hospital Medicine - Pennsylvania Hospital,hospital-based,800 Spruce St,,Philadelphia,Pennsylvania,19107,,,,39.945832,-75.154888
JEFFERSON OUTPATIENT IMAGING,hospital-based,850 Walnut St,,Philadelphia,Pennsylvania,19107,215-503-8239,,https://hospitals.jefferson.edu/find-a-location/locations/joi-850-walnut-street.html,39.947986,-75.155394
Princeton Radiology ? Freehold Office,hospital-based,901 West Main Street,,Freehold,New Jersey,7728,732-462-4844,,https://www.princetonradiology.com/locations/freehold/,40.236841,-74.313105
New York Cancer and Blood Specialists,stand-alone imaging center,49 Nesconset Highway,,Port Jefferson Station,New York,11776,833-269-4624,,https://nycancer.com/,40.926295,-73.042186
UPMC - JOHN P MURTHA REG CANCER CENT,hospital-based,337 Somerset St,,Johnstown,Pennsylvania,15901,814-533-0106,,https://hillman.upmc.com/find/locations/john-murtha-johnstown-pa,40.321754,-78.921648
Mountain View Medical Park,stand-alone imaging center,200 Village Dr,C,Greensburg,Pennsylvania,15601,,,https://www.excelahealth.org/locations/mountain-view-medical-park/,40.292904,-79.461408
WellSpan Chambersburg,hospital-based,112 N 7th St,,Chambersburg,Pennsylvania,17201,717 267-3000,,https://www.wellspan.org/offices-locations/wellspan-chambersburg-hospital/,39.934407,-77.646056
WellSpan Gettysburg Hospital,hospital-based,147 Gettys St,,Gettysburg,Pennsylvania,17325,,,https://www.wellspan.org/offices-locations/wellspan-gettysburg-hospital/,39.824416,-77.235486
MAIN LINE HEALTH AT NEW TOWN SQUARE,hospital-based,3855  West Chester Pike,,New Town Square,Pennsylvania,19073,484-337-2200,,https://www.mainlinehealth.org/specialties/diagnostic-radiology,39.987137,-75.410345
VA Medical Center of Philadelphia,hospital-based,3900 Woodland Ave,,Philadelphia,Pennsylvania,19104,215-823-5865,,https://www.va.gov/philadelphia-health-care/,39.947982,-75.200135
University of Pennsylvania,hospital-based,3400 Spruce St,,Philadelphia,Pennsylvania,19104,,,https://www.pennmedicine.org/for-patients-and-visitors/penn-medicine-locations/hospital-of-the-university-of-pennsylvania?y_source=1_NDE5ODI4Ny03MTUtb,39.950245,-75.193721
Temple Northeastern Campus,hospital-based,2301 E Allegheny Ave,,Philadelphia,Pennsylvania,19134,,,,39.989837,-75.105826
WPAHS Forbes Regional Hospital,hospital-based,2570 Haymaker Rd,,Monroeville,Pennsylvania,15146,,,https://www.ahn.org/locations.html/?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=6460460726424627111,40.428583,-79.747988
Jefferson Regional Medical Center,hospital-based,565 Coal Valley Rd,,Jefferson Hills,Pennsylvania,15025,412 469-5000,,https://www.ahn.org/locations/hospitals/jefferson,40.317206,-79.933786
UPMC Altoona,hospital-based,800 Howard Ave,Suite 1,Altoona,Pennsylvania,16601,,,https://hillman.upmc.com/find/locations/altoona-medical-oncology,40.520574,-78.399953
Satish A Shah Md Pc,hospital-based,20 Expedition Trail # 101,,Gettysburg,Pennsylvania,17325,,,,39.845176,-77.185807
UPMC Hanover,hospital-based,300 Highland Ave,,Hanover,Pennsylvania,17331,,,,39.808568,-76.982938
WELLSPAN YORK HOSPITAL,hospital-based,37  Monument Rd,Suite 101,York,Pennsylvania,17403,717-812-4801,,https://www.wellspan.org/offices-locations/wellspan-imaging-apple-hill-health-campus/,39.925103,-76.718778
Lancaster General Hospital,hospital-based,555 N Duke St,,Lancaster,Pennsylvania,17602,,,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/lancaster-general-hospital?y_source=1_ODM2OTcwMy03MTUtbG9jYXRpb,40.047027,-76.304023
Lancaster General Hospital,hospital-based,2100 Harrisburg Pike,,Lancaster,Pennsylvania,17601,717 544-3000,,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/suburban-pavilion,40.065581,-76.355391
Hackensack Meridian Health Riverview Medical,hospital-based,1 Riverview Plaza,,Red bank,New Jersey,7701,,,,40.353678,-74.063977
STONY BROOK ADVANCED IMAGING,stand-alone imaging center,1320 Stonybrook Rd,,Stonybrook,New York,11790,631-638-2600,,https://imaging.stonybrookmedicine.edu/patient-visitor/how-to-prepare,40.877232,-73.119332
Backus Hospital,hospital-based,326 Washington St,,Norwich,Connecticut,6360,,,https://backushospital.org/,41.542541,-72.088877
Indiana Regional Medical Center,hospital-based,835 Hospital Rd,,Indiana,Pennsylvania,15701,724 357-7000,,,40.607508,-79.156441
UPMC YORK,hospital-based,1703 Innovation Dr,,York,Pennsylvania,17408,717-815-2351,3,https://www.upmc.com/locations/outpatient/south-central-pa/york,39.981638,-76.768954
Lebanon VA Medical Center,hospital-based,1700 S Lincoln Ave,,Lebanon,Pennsylvania,17042,717 272-6621,,,40.311569,-76.406464
Fox Chase Cancer Center,hospital-based,333 Cottman Ave,,Philadelphia,Pennsylvania,19111,215-728-2600,,https://www.foxchase.org/locations/fox-chase-cancer-center-main-campus?utm_source=google&utm_medium=organic,40.066976,-75.092711
ADLER INSTITUTE FOR ADVANCED IMAGING,stand-alone imaging center,261 Old York Rd,,Jenkintown,Pennsylvania,19046,215-935-0030,,https://www.adlerimaging.com/,40.090334,-75.124346
ProHEALTH Sitron-Hammel Radiology Group,stand-alone imaging center,4277 Hempstead Turnpike,Ste 200,Bethpage,New York,11714,,,https://www.prohealthcare.com/?o=PHNY:NPS:OC_9.1_2020:YEXT:OC:GEN:20811CAD15:n_a:n_a:n_a:n_a:n_a,40.726351,-73.479615
"Mount Sinai Doctors - Rockville Centre, PET/CT Rad",hospital-based,485 Merrick Rd,,Rockville Centre,New York,11570,,,https://www.southnassau.org/sn/rali-pet?utm_campaign=rockvillecentre&utm_source=googlemybusiness&utm_medium=organic&utm_content=,40.655294,-73.636006
Lenox Hill Radiology - Lynbrook,stand-alone imaging center,443 Sunrise Hwy,,LYNBROOK,New York,11563,631 277-1600,,,40.654839,-73.673134
Rhode Island Hospital,hospital-based,593 Eddy St,,Providence,Rhode Island,2903,,,https://www.lifespan.org/locations/rhode-island-hospital,41.811334,-71.408932
Rhode Island Hospital,hospital-based,593 Eddy St,,Providence,Rhode Island,2903,,,,41.811334,-71.408932
Geisinger Lewistown Hospital,hospital-based,400 Highland Ave Ext,,Lewistown,Pennsylvania,17044,717 248-5411,,,40.618025,-77.566912
UPMC PINNACLE MECHANICSBURG,hospital-based,2015  Technology Pkwy,,Mechanicsburg,Pennsylvania,17050,717-230-3700,,https://www.upmc.com/locations/outpatient/south-central-pa/mechanicsburg/2015-technology-pkwy,40.284125,-76.974607
UPMC HARRISBURG,stand-alone imaging center,4518 Union Deposti Rd,,Harrisburg,Pennsylvania,17011,717-960-3317,,https://www.upmc.com/services/south-central-pa/imaging/locations/harrisburg/union-deposit-rd,40.280538,-76.806814
HERSHEY MEDICAL CENTER,hospital-based,500 University Dr,,Hershey,Pennsylvania,17033,717-531-3799,,http://hmc.pennstatehealth.org/,40.262241,-76.678719
MCAMI,hospital-based,2701 Blair Mill Rd,,Willow Grove,Pennsylvania,19090,215-481-3377,,https://www.abingtonhealth.org/our-locations/abington-jefferson-health-willow-grove/,40.165238,-75.132008
St. Mary Medical Center,hospital-based,1201 Langhorne Newtown Rd,,Langhorne,Pennsylvania,19047,,,https://www.trinityhealthma.org/location/st-mary-medical-center,40.202123,-74.922202
Penn Medicine Princeton Medical Center,hospital-based,1 Plainsboro Rd,,Plainsboro  Township,New Jersey,8536,,,https://www.princetonhcs.org/,40.339882,-74.624372
Princeton Radiology ? Monroe Office,stand-alone imaging center,9 Centre Drive,,Monroe Township,New Jersey,8831,609-655-1448,,https://www.princetonradiology.com/locations/monroe/,40.33986,-74.461997
Zwanger-Pesiri Radiology,stand-alone imaging center,80 Maple Ave,,Smithtown,New York,11787,631 265-5777,,https://zwangerpesiri.com/,40.8526256,-73.1978478
Beth Israel Deaconess Hospital-Plymouth PET/CT,hospital-based,275 Sandwich St,,Plymouth,Massachusetts,2360,866-245-5995,,https://www.bidhplymouth.org/default.cfm,41.943057,-70.645287
UPMC CC @ Natrona Heights,hospital-based,1604 Burtner Rd,,Natrona Heights,Pennsylvania,15065,800 533-8762,,https://www.upmc.com/locations/outpatient/southwest-pa/natrona-heights/burtner-rd,40.630975,-79.727294
UPMC HILLMAN CANCER CENTER,hospital-based,5115  Centre Ave,,Pittsburgh,Pennsylvania,15224,412-623-3357,,https://hillman.upmc.com/find/locations/hillman-cancer-center-pittsburgh-pa,40.455347,-79.94266
Geisinger Health System - Grays Wood,hospital-based,132 Abigail Ln,,Port Matilda,Pennsylvania,16870,800 230-4565,,https://locations.geisinger.org/details.cfm?id=102&utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,40.815152,-77.941929
LEHIGH VALLEY CEDAR CREST,hospital-based,1230 S Cedar Crest Blvd,,Allentown,Pennsylvania,18103,610-402-4200,1,https://www.lvhn.org/locations/imaging-services-1230-cedar-crest,40.56605,-75.521384
St. Luke's Hospital - Sacred Heart Campus,hospital-based,421 W Chew St,,Allentown,Pennsylvania,18102,,,https://findalocation.slhn.org/details/11047,40.608518,-75.468025
ALLIANCE-26781-DOYLESTOWN HOSPITAL,hospital-based,599 West State St,,Doylestown,Pennsylvania,18901,304-771-1262,,https://alliancecancer.com/location/the-cancer-institute-at-doylestown-hospital/,40.306642,-75.147341
Hunterdon Medical Center,hospital-based,2100 Wescott Dr,,Flemington,New Jersey,8822,908 788-6100,,https://www.hunterdonhealth.org/,40.53062,-74.858435
University Group East Brunswick,stand-alone imaging center,483 Cranbury Rd,,East Brunswick,New Jersey,8816,,,,40.4236,-74.407952
JFK Medical Center,hospital-based,"3548 Route 9 South,",Suite 101,Old Bridge,New Jersey,8857,732 321-7000,,https://www.hackensackmeridianhealth.org/en/Locations/JFK-University-Medical-Center,40.380846,-74.30898
University Radiology at Robert Wood Johnson,hospital-based,10 Plum St,,New Brunswick,New Jersey,8901,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=New-Brunswick,40.493999,-74.452105
SHARED IMAGING @ BAYSHORE,hospital-based,727 N BEERS STREET,,Holmdel,New Jersey,7733,732 739-5900,,,40.405485,-74.191701
NYU Langone Hospital,hospital-based,120 Mineola Blvd,Suite 10 LL,Mineola,New York,11501,,,https://nyulangone.org/locations/nyu-langone-radiology-mineola?cid=syn_yext&y_entity_id=549&y_source=1_OTYxMTU0NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,40.742353,-73.640179
NYU Long Island Winthrop Hospital,hospital-based,259 First Street,,Mineola,New York,11501,516-663-2778,,https://nyulangone.org/locations/nyu-langone-hospital-long-island?cid=syn_yext&y_entity_id=546&y_source=1_OTYxMTU0NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,40.74108,-73.643378
Beth Israel Deaconess Hospital - Plymouth,hospital-based,275 Sandwich St,,Plymouth,Massachusetts,2360,508 746-2000,,https://www.bidplymouth.org/,41.943057,-70.645287
VA PITTSBURGH HEALTHCARE SYSTEM,hospital-based,University Drive C,,Pittsburgh,Pennsylvania,15240,866-482-7488,2,https://www.va.gov/pittsburgh-health-care/locations/pittsburgh-va-medical-center-university-drive/,40.445216,-79.960028
Geisinger Medical Center,hospital-based,100 N Academy Ave,,Danville,Pennsylvania,17822,,,https://www.geisinger.org/patient-care/find-a-location/geisinger-medical-center?utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyru,40.968444,-76.600703
St. Luke's North Medical Center,stand-alone imaging center,153 Brodhead Rd,,Bethlehem,Pennsylvania,18017,,,https://findalocation.slhn.org/details/976,40.673191,-75.383936
LEHIGH VALLEY HECKTOWN,hospital-based,3780 Hecktown Rd,,Easton,Pennsylvania,18045,610-402-4200,1,https://www.lvhn.org/locations/lehigh-valley-hospital-hecktown-oaks,40.696799,-75.283678
University Radiology Edison,stand-alone imaging center,3900 Park Ave,#107,Edison,New Jersey,8820,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=Edison,40.562433,-74.383076
JFK University Medical Center,hospital-based,65 James St,,Edison,New Jersey,8820,732 321-7000,,https://www.hackensackmeridianhealth.org/en/Locations/JFK-University-Medical-Center,40.5577682,-74.3492882
Verrazano Radiology,stand-alone imaging center,256 Mason Ave,,Staten Island,New York,10305,,,https://www.northwell.edu/doctors-offices/northwell-health-verrazano-imaging-at-staten-island-university-hospital,40.586082,-74.085691
ProHEALTH BRMI at Stillwell Avenue,stand-alone imaging center,1783 Stillwell Ave,,Brooklyn,New York,11223,,,https://www.prohealthcare.com/locations-nav/locations/ny/prohealth-bay-ridge-medical-imaging-at-stillwell-1783-stillwell-ave-brooklyn-ny-11223/2a817a3,40.603106,-73.986102
BROOKLYN VA MEDICAL CENTER,hospital-based,800 Poly Place,,Brooklyn,New York,11209,718-836-6600,,https://www.va.gov/directory/guide/facility.asp?id=21,40.608178,-74.023892
Maimonides Cancer Center,hospital-based,6300 8th Ave,,Brooklyn,New York,11220,,,https://www.maimonidesmed.org/treatments-care/cancer-center/,40.633951,-74.011894
NORTHWELL HEALTH ADVANCED MEDICAL CENTER,stand-alone imaging center,450 Lakeville Rd,,Lake Success,New York,11042,516-734-7437,,https://www.northwell.edu/imaging/locations/lake-success?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,40.757082,-73.701949
New York Cancer and Blood Specialists,stand-alone imaging center,1 Delaware Drive,,Lake Success,New York,11042,833-269-4624,,https://nycancer.com/,40.759712,-73.694019
Northwell Imaging at Syosset,stand-alone imaging center,100 Lafayette Dr,,Syosset,New York,11791,516-622-3431,,https://www.northwell.edu/imaging/locations/syosset?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,40.811774,-73.509439
Mount Sinai Doctors Long Island,hospital-based,5 Cuba Hill Rd,,Greenlawn,New York,11740,,,https://www.mountsinai.org/locations/long-island,40.866688,-73.366357
Butler Memorial Hospital,hospital-based,1 Hospital Way,,Butler Health System,Pennsylvania,16001,724 283-6666,,https://www.butlerhealthsystem.org/,40.867302,-79.880635
UPMC WILLIAMSPORT,hospital-based,700 High St,,Williamsport,Pennsylvania,17701,570-321-2400,,https://www.upmc.com/locations/hospitals/williamsport,41.246694,-77.015119
Wilkes-Barre VA Medical Center,hospital-based,1111 East End Blvd,,Wilkes-Barre,Pennsylvania,18711,570 824-3521,,,41.248423,-75.835238
POCONO MEDICAL CENTER,hospital-based,206 East Brown St,,East Stroudsburg,Pennsylvania,18301,570-422-1717,,https://www.lvhn.org/locations/lehigh-valley-hospital-pocono,40.992853,-75.175332
Wilkes-Barre General Hospital,hospital-based,468 Northhampton St,Suite 2,Kingston,Pennsylvania,18704,,,https://www.commonwealthhealth.net/our-services,41.256022,-75.897962
Saint Clare's Dover Hospital,hospital-based,400 W Blackwell St,,Dover,New Jersey,7801,,,https://www.saintclares.com/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=GMBWebsite,40.885075,-74.576169
Summit Medical Group - Berkeley Heights Urgent Car,stand-alone imaging center,1 Diamond Hill Rd,,Berkeley Heights,New Jersey,7922,,,,40.678011,-74.412079
Morristown Medical Center,hospital-based,100 Madison Ave,,Morristown,New Jersey,7960,,,https://www.atlantichealth.org/locations/hospitals/morristown-medical-center.html,40.789138,-74.465046
SUMMIT MEDICAL GROUP,stand-alone imaging center,150 Park Ave,,Florham Park,New Jersey,7932,908-277-8673,,https://www.summithealth.com/locations/florham-park-campus-le-benger-pavilion,40.780733,-74.425281
Overlook Medical Center,hospital-based,99 Beauvoir Ave,,Summit,New Jersey,7901,,,https://www.atlantichealth.org/locations/hospitals/overlook-medical-center.html,40.712125,-74.353619
RWJ Barnabas-Livingston Campus,hospital-based,200  S Orange Ave,,Livingston,New Jersey,7039,,,https://www.rwjbh.org/barnabas-health-ambulatory-care-center/treatment-care/imaging-radiology/,40.772979,-74.355378
VA New Jersey Health Care System,hospital-based,385 Tremont Ave,,East Orange,New Jersey,7018,,,https://www.va.gov/new-jersey-health-care/,40.752677,-74.236108
REGIONAL RADIOLOGY,stand-alone imaging center,360 Bard Ave,,Staten Island,New York,10310,718-876-2000,,http://www.regionalradiology.com/,40.635142,-74.10702
Rutgers Advanced Practice Imaging,hospital-based,30 Bergen St,,NEWARK,New Jersey,7103,,,,40.744286,-74.188751
