locationName,centerType,address1,address2,city,state,zip,phoneNumber,phoneExtension,websiteUrl,latitude,longitude
GenesisCare,hospital-based,4571 Colonial Blvd,100,Fort Myers,FL,33916,239 322-5200,,,26.612404,-81.819124
RADIOLOGY REGIONAL - FORT MYERS,hospital-based,3660 Broadway,,Fort Myers,FL,33901,239-936-4068,,https://radiologyregional.com/,26.609699,-81.868101
Akumin Port Charlotte,stand-alone imaging center,2625 Tamiami Trail,,Port Charlotte,FL,33952,941 235-4646,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE1MDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.992103,-82.113851
RADIOLOGY REGIONAL CENTER - NAPLES,hospital-based,700 Goodlette Rd,,Naples,FL,34102,239-936-4068,,https://radiologyregional.com/,26.156696,-81.790363
Partners Imaging Centers,stand-alone imaging center,1250 S Tamiami Trail,#101,Sarasota,FL,34239,941-951-2100,,https://partnersimage.com/,27.321394,-82.530065
SIMONMED IMAGING - BRADENTON,stand-alone imaging center,6215 21ST Ave West,Suite A,Bradenton,FL,34209,866-614-8555,,https://www.simonmed.com/locations/all/simonmed___park_south,27.480595,-82.624138
iCARE Radiology,stand-alone imaging center,451 SW Bethany Dr #102,,Port Saint Lucie,FL,34986,,,,27.31481,-80.385394
Diagnostic Centers of America - Wellington,hospital-based,2565 S State Rd 7,,Wellington,FL,33414,561 496-6935,,https://rayusradiology.com/locations/rayus-radiology-wellington/,26.642676,-80.206989
Akumin Wellington,stand-alone imaging center,3347 S State Rd 7,Suite 100,Wellington,FL,33449,561 795-5558,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.628494,-80.206407
St. Anthony's PET/CT Center,stand-alone imaging center,1201 5th Ave N,100,SAINT PETERSBURG,FL,33705,727 825-1758,,,27.777898,-82.651109
Akumin St Petersburg,stand-alone imaging center,4551 4th St N,,St. Petersburg,FL,33703,727 525-3800,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE1MTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,27.813685,-82.638268
National Imaging Specialists,stand-alone imaging center,6600 66th Street North,Suite B,Pinellas Park,FL,33781,727-544-1001,,https://www.nisnow.com/,27.832464,-82.729045
Akumin Clearwater,stand-alone imaging center,501 S Lincoln Ave,Suite 15,Clearwater,FL,33756,727 446-6760,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE1MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,27.960458,-82.785523
Precision Imaging Centers,stand-alone imaging center,1000 Plantation Island Dr S #1,,St. Augustine,FL,32080,,,,29.863743,-81.295167
TGH Imaging Powered by Tower,stand-alone imaging center,5539 Marine Pkwy,,Port Richey,FL,34652,727 847-5122,,,28.234764,-82.721922
DIAGNOSTIC CENTERS OF AMERICA Boynton Beach West,stand-alone imaging center,El Clair Medical Center 6080 Boynton Beach Blvd,Suite 140,Boynton Beach,FL,33437,561 496-6935,,,26.527177,-80.13998
Akumin Atlantis,hospital-based,"5051 S Congress Ave, ",,Lake Worth,FL,33461,561 795-5558,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0OTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.602996,-80.090114
GENESISCARE - BOCA WEST,hospital-based,21020 STATE RD 7,Suite 100,Boca Raton,FL,33428,561-883-8656,,https://www.genesiscare.com/us/our-locations/boca-raton-sb2/,26.363741,-80.202064
Diagnostic Centers of America - West Palm Beach,hospital-based,1572 Palm Beach Lakes Blvd,#2,West Palm Beach,FL,33401,561 496-6935,,https://rayusradiology.com/locations/rayus-radiology-west-palm-beach/,26.72466,-80.079961
DIAGNOSTIC CENTERS OF AMERICA - PALM BEACH GARDENS,stand-alone imaging center,3601 PGA BLVD,Suite 100,Palm Beach,FL,33410,561 496-6935,,,26.845512,-80.090616
Diagnostic Centers of America,stand-alone imaging center,8142 Glades Rd,,Boca Raton,FL,33434,561-994-8600,,https://www.dcamedical.com/,26.367202,-80.172772
TOWER RADIOLOGY - PALM BEACH GARDENS,stand-alone imaging center,11621  Kew Gardens Ave,Suite 101B,Palm Beach Gardens,FL,33410,561-713-1030,,https://towerradiologycenters.com/,26.847845,-80.081025
Akumin Royal Palm,stand-alone imaging center,8110 Royal Palm Blvd,# 100,Coral Springs,FL,33065,954 341-4200,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0OTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.256157,-80.234999
PET IMAGING INSTITUTE OF SOUTH FLORIDA - PEMBROKE,stand-alone imaging center,"603 N Flamingo Rd, ",Suite 155,Permbroke Pines,FL,33028,954-981-6668,,https://www.petimagingflorida.com/pembroke-pines/,26.012508,-80.310409
Cleveland Clinic Weston,hospital-based,3100 Westin Rd,,Weston,FL,33331,954 659-5000,,https://my.clevelandclinic.org/locations/directions/203-cleveland-clinic-florida-weston-hospital,26.081888,-80.364734
Baptist Health Lynn Cancer Institute Boca Raton,hospital-based,701 NW 13th St,Floor 3,Boca Raton,FL,33486,561 955-5966,,,26.362497,-80.102114
University of Miami - Deerfield Beach,hospital-based,1192 East Newport Center Drive,Room 106,Deerfield Beach,FL,33442,954-571-0134,,,26.301083,-80.122183
3T Radiology,hospital-based,4515 Wiles Rd,101,Coconut Creek,FL,33073,954-686-2559,,https://www.3tradiology.com/,26.287438,-80.184008
Akumin Sunrise Lake,stand-alone imaging center,7880 W Oakland Park Blvd,Suite 100/201,Sunrise,FL,33351,954 634-5272,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MzI3NTgzMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.166131,-80.25535
Akumin Plantation,stand-alone imaging center,8300 W Sunrise Blvd,,Plantation,FL,33322,954 577-6000,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTgzMzIzMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.148163,-80.260724
Archbold Medical Center,hospital-based,"915 Gordon Ave. at, Mimosa Dr",,Thomasville,GA,31792,229 228-2000,,https://archbold.org/,30.825277,-83.972607
CANCER TREATMENT CENTERS OF AMERICA - ATLANTA,stand-alone imaging center,600 Celebrate Life Prkwy,,Newnan,GA,30265,866-391-5528,,https://www.cancercenter.com/locations/atlanta?invsrc=local_search_rioseo_atlanta_facility&t_ch=local_search&t_ctv=&utm_source=google&t_tac=website,33.384843,-84.757833
The PET Center Navicent Health,hospital-based,800 1st St,#170,Macon,GA,31201,478-633-9159,,https://www.navicenthealth.org/service-center/pet-ct-center-navicent-health,32.831714,-83.634926
PIEDMONT PET/CT IMAGING,hospital-based,20 Francis Way,101,Sharpsburg,GA,30277,678 854-2980,,,33.403058,-84.662216
Northside Fayetteville Imaging,stand-alone imaging center,1260 Hwy 54 W,#204,Fayetteville,GA,30214,,,https://www.northside.com/locations/northsidefayetteville-imaging,33.449822,-84.508701
Wellstar Imaging Center,stand-alone imaging center,340 Kennestone Hospital Blvd,Suite 10,Marietta,GA,30060,,,https://www.wellstar.org/maintenancepage?aspxerrorpath=/locations/pages/imaging-center-detail.aspx,33.969387,-84.553422
Emory University Hospital Midtown-Radiology,hospital-based,550 Peachtree St NE,,Atlanta,GA,30308,,,https://www.emoryhealthcare.org/locations/index.html,33.76889,-84.385694
Ochsner Medical Center - West Bank,hospital-based,2500 Belle Chasse Hwy,,Gretna,GA,70056,,,https://digital.ochsner.org/schedule-now-west-bank/?utm_source=YextGooglet&utm_medium=Yext&y_source=1_MTUyMDE4NzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,29.884229,-90.027549
Northside Hospital Cherokee,hospital-based,450 Northside Cherokee Blvd,,Canton,GA,30115,,,https://www.northside.com/locations/northside-hospital-cherokee,34.229304,-84.465174
Northside Hospital Forsyth,hospital-based,1200 Northside Forsyth Drive,,Cumming,GA,30041,770-596-8635,,https://www.northside.com/locations/northside-hospital-forsyth,34.17855,-84.140324
NORTHSIDE HOSPITAL,hospital-based,1000 Johnson Ferry Rd NE,,Atlanta,GA,30342,404-851-8941,,https://www.northside.com/locations/northside-hospital-atlanta,33.909375,-84.354616
Emory St. Joseph's Hospital,hospital-based,5671 Peachtree Dunwoody Rd. NE,Suite 100,Atlanta,GA,30342,678-843-6137,,https://www.emoryhealthcare.org/locations/hospitals/emory-saint-josephs-hospital/index.html?hcmacid=a0Z1P00000GmrDb&utm_campaign=locations_fy21&utm_so,33.9097,-84.350285
Grady Health System,hospital-based,80 Jesse Hill Jr Dr SE,,Atlanta,GA,30303,404 616-1000,,https://www.gradyhealth.org/,33.752031,-84.381105
Emory Winship Cancer Institute,hospital-based,1365 E Clifton Rd NE,Building C,Atlanta,GA,30322,,,https://winshipcancer.emory.edu/?hcmacid=a0Z1P00000GmrDb&utm_campaign=locations_fy21&utm_source=gmb&utm_medium=referral&utm_content=gmb_locations,33.781234,-84.32255
Emory Hospital,hospital-based,1364 Clifton Rd,,Atlanta,GA,30322,,,https://www.emoryhealthcare.org/radiology/treatments/index.html#contact,33.792828,-84.319114
Northeast Georgia Imaging Center,stand-alone imaging center,1315 Jesse Jewell Pkwy,#100,Gainesville,GA,30501,,,https://www.nghs.com/imaging-center-gainesville,34.30525,-83.811251
Emory Johns Creek Hospital,hospital-based,6325 Hospital Pkwy,,Johns Creek,GA,30097,,,https://www.emoryhealthcare.org/locations/hospitals/emory-johns-creek-hospital/index.html?hcmacid=a0Z1P00000GmrDb&utm_campaign=locations_fy21&utm_sour,34.066701,-84.176432
Northside Hospital - Outpatient Imaging,hospital-based,631 Professional Dr,#190,Lawrenceville,GA,30046,,,https://www.northside.com/locations/631-outpatient-imaging,33.962468,-84.018477
Piedmont Athens Regional,hospital-based,1199 Prince Avenue,,Athens,GA,30606,706-475-1000,,https://www.piedmont.org,33.961393,-83.397967
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,hospital-based,245 Talmadge Dr,,Athens,GA,30606,706 475-7000,,,33.959715,-83.399737
Trident PET/CT of Savannah,stand-alone imaging center,617 Stephenson Ave,Suite 101,Savannah,GA,31405,,,https://www.tridentpetct.com/,32.009752,-81.103014
Meadows Hospital PET/CT,hospital-based,1Meadows Pkwy,,Vidalia,GA,30474,912 535-5555,,https://memorialhealth.com/locations/memorial-health-meadows/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,32.209035,-82.375852
Memorial Health Meadows Hospital,hospital-based,1 Meadows Pkwy,,Vidalia,GA,30474,912 535-5555,,https://memorialhealth.com/locations/memorial-health-meadows/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,32.207131,-82.377752
Piedmont Augusta,hospital-based,1350 Walton Way,,Augusta,GA,30901,706 722-9011,,https://www.universityhealth.org/,33.47118,-81.983054
Augusta University Medical Center,hospital-based,1120 15th Street,,Augusta,GA,30912,706-721-1023,,https://www.augustahealth.org,33.469917,-81.989742
Eisenhower Army Medical Center,hospital-based,300 E Hospital Rd,,Fort Gordon,GA,30905,706 787-5811,,https://eisenhower.tricare.mil/,33.430562,-82.125714
Doctors Hospital of Augusta,hospital-based,3624 J Dewey Gray Cir,,Augusta,GA,30909,866-235-7226,,https://doctors-hospital.net/physicians/index.dot?specialty=radiationOncology,33.48636,-82.097307
Atlanta VA Medical Center,hospital-based,1670 Clairmont Rd,,Decatur,GA,30033,985-873-3786,,https://www.va.gov/atlanta-health-care/,33.801354,-84.3128
Northside Decatur Imaging,stand-alone imaging center,2545 Lawrenceville Hwy,"#250,",Decatur,GA,30033,,,https://www.northside.com/locations/northside-dekalb-imaging,33.821165,-84.263312
Genesis Imaging Center,stand-alone imaging center,1970 E 53rd St,,Davenport,IA,52807,563 421-9729,,https://www.genesishealth.com/facilities/location-public-profile/imaging-center-53rd-street/,41.575153,-90.548607
University of Iowa Hospitals and Clinics,hospital-based,200  Hawkins Dr,,Iowa City,IA,52242,,,https://uihc.org/,41.660505,-91.548463
VA MEDICAL CENTER - IOWA,hospital-based,601 Highway,6,West Iowa City,IA,52246,319-338-0581,,https://www.va.gov/iowa-city-health-care/,41.663699,-91.547688
Mercy Medical Center,hospital-based,250 Mercy Dr,,Dubuque,IA,52001,563 589-8000,,,42.492721,-90.675081
Allen Memorial,hospital-based,1825 Logan Ave,,Waterloo,IA,50703,319 235-3941,,https://carbonhealth.com/coronavirus/covid-19-testing-centers/iowa,42.526651,-92.339564
MercyOne North Iowa Medical Center,hospital-based,1000 4th St SW,,"Mason City,",IA,50401,641-428-7787,,https://www.mercyone.org/location/mercyone-north-iowa-medical-center,43.149591,-93.21665
McFarland Clinic,stand-alone imaging center,1215 Duff Ave,,Ames,IA,50010,,,https://www.mcfarlandclinic.com/?utm_medium=organic&utm_source=google+my+business&utm_campaign=mcf_ames_1215duff-main,42.033656,-93.612019
JUNE NYLEN CANCER CENTER,stand-alone imaging center,230 Nebraska St,,Sioux City,IA,51101,712-252-0088,,https://www.nylencancercenter.com/,42.492562,-96.402661
UnityPoint Health Des Moines,hospital-based,1200 Pleasant St,,Des Moines,IA,50309,,,https://www.unitypoint.org/desmoines/iowa-methodist-medical-center.aspx?utm_source=gmb&utm_medium=web&utm_campaign=brandify,41.589132,-93.636023
COMMONSPIRIT - MERCY ONE DES MOINES MEDICAL CENTER,hospital-based,411 Laurel St,Suite A200,Des Moines,IA,50314,515-247-4372,,https://www.mercyone.org/location/mercyone-des-moines-cancer-center,41.597817,-93.622809
MERCY ONE WEST LAKES CANCER CENTER,stand-alone imaging center,12495 University Ave,Suite 210,Clive,IA,50325,515-358-9500,,https://www.mercyone.org/location/mercyone-clive-cancer-center,41.601439,-93.791059
"Advanced Imaging Center, LLC",stand-alone imaging center,615 Valley View Dr,Unit 101,Moline,IL,61265,309 743-0445,,https://www.qcimaging.com/,41.473115,-90.529395
Illinois Cancer Care PC,hospital-based,8940 Wood Sage Rd,,Peoria,IL,61615,,,https://illinoiscancercare.com/,40.795247,-89.664942
OSF Saint Francis Medical Center,hospital-based,530 NE Glen Oak Ave,,Peoria,IL,61637,,,https://www.osfhealthcare.org/saint-francis/,40.701983,-89.590574
UNITYPOINT HEALTH METHODIST,hospital-based,112 CRESCENT AVE,,PEORIA,IL,61606,309 672-4144,,,40.659482,-89.582374
Carle Cancer Institute,hospital-based,407 E. Vernon Ave.,,Normal,IL,61761,309-451-2278,,https://carle.org/services/institutes/cancer-center,40.503866,-88.976426
Illinois Cancer Care Bloomington,stand-alone imaging center,3105 Magory Dr,,Bloomington,IL,61704,,,https://illinoiscancercare.com/,40.489021,-88.917549
Quincy Medical Group Cancer Institute,hospital-based,3301 Broadway St,,Quincy,IL,62301,,,,39.936686,-91.362667
Blessing Hospital,hospital-based,1005 Broadway St,,Quincy,IL,62301,217 223-1200,,,39.937038,-91.399544
Memorial Medical Center -  IL,hospital-based,747 North Rutledge,,Springfield,IL,62781,,,,39.809304,-89.658577
HSHS St. John's Hospital,hospital-based,800 E Carpenter St,,Springfield,IL,62769,,,https://www.hshs.org/stjohns?utm_source=gmb&utm_medium=Yext,39.804687,-89.645935
SPRINGFIELD CLINIC,hospital-based,1025 South 6th St,,Springfield,IL,62703,217-528-7541,14215,https://www.springfieldclinic.com/our-locations/springfield-clinic-main-campus-west,39.791021,-89.647899
NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,hospital-based,1 Kish Hospital Dr,,Dekalb,IL,60115,815-748-2975,,https://www.nm.org/locations/kishwaukee-hospital?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_ODIyOTg4Mi03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,41.960658,-88.721786
Gibson Area Hospital,hospital-based,1120 N Melvin St,,Gibson City,IL,60936,217 784-4251,,https://www.gibsonhospital.org/home,40.478528,-88.370218
Joliet Oncology-Hematology Associates Ltd.,stand-alone imaging center,2614 W Jefferson St,,Joliet,IL,60435,,,https://www.dulyhealthandcare.com/joha,41.520972,-88.147785
MEMORIAL HOSPITAL SHILOH BJC HEALTHCARE,hospital-based,1414 Cross St,,Shiloh,IL,62269,618-607-1000,,https://www.bjcmedicalgroup.org/Find-a-Location/BJC-Medical-Group-Convenient-Care-at-Shiloh?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=gmb,38.573534,-89.902815
Cancer Care Center of O'Fallon,hospital-based,321 Regency Park,,O'Fallon,IL,62269,,,https://cancercarespecialists.org/centers-clinics/cancer-care-center-of-ofallon/,38.582681,-89.935279
Anderson Hospital,hospital-based,6800 IL-162,,Maryville,IL,62062,,,https://www.andersonhospital.org/,38.736847,-89.946226
Duly Health and Care Joliet,stand-alone imaging center,2614 Jefferson St,,Joliet,IL,60435,,,,41.520972,-88.147785
FUTURE DIAGNOSTICS GROUP NEW LENOX,stand-alone imaging center,672 Cedar Crossing Dr,Suite 3,New Lenox,IL,60451,815-730-3344,,https://futurediagnosticgroup.com/,41.543272,-87.980717
Silver Cross Hospital,hospital-based,1900 Silver Cross Blvd,,New Lenox,IL,60451,815-300-7173,,https://www.silvercross.org/?utm_source=SCH-HOSPITAL&utm_campaign=Local-Listings&utm_medium=Google-My-Business,41.544472,-87.982858
Duly Health and Care in Tinley Park,stand-alone imaging center,17495 S. La Grange Rd,,Tinley Park,IL,60487,630-545-7880,,https://www.dulyhealthandcare.com/location/17495-south-la-grange-road-tinley-park,41.573132,-87.850755
NORTHWESTERN MEDICINE PALOS IMAGING,hospital-based,15300 West Ave,,Orland Park,IL,60462,708-226-2502,,https://www.nm.org/locations/diagnostic-imaging-orland-park?utm_source=yext&utm_medium=gmb+location&utm_campaign=online+listings&y_source=1_MjM3NzYyMDYtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,41.611202,-87.865851
Ingall’s Memorial Hospital,hospital-based,6701 W. 159th St.,,Tinley Park,IL,60477,708 915-5630,,https://www.uchicagomedicine.org/find-a-location/uchicago-medicine-at-ingalls-harvey,41.602129,-87.781298
"Cancer Care Specialists of IL, Cancer Center of De",hospital-based,210 W McKinley Ave Suite 1,,Decatur,IL,62526,,,,39.869548,-88.958448
Christie Clinic,stand-alone imaging center,3101 Fields S Dr,,Champaign,IL,61822,,,https://www.christieclinic.com/,40.076285,-88.312523
Javon Bea Hospital,hospital-based,8201 E Riverside Blvd,,Rockford,IL,61114,815 971-7000,,https://www.mercyhealthsystem.org/locations/javon-bea-hospital-riverside/,42.316782,-88.959415
Northwestern Medicine McHenry Hospital,hospital-based,4201 Medical Centre Dr,,McHenry,IL,60050,,,https://www.nm.org/locations/mchenry-hospital?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_OTg5MDQzMC03MTUtbG9jYX,42.316297,-88.278127
ADVOCATE SHERMAN HOSPITAL,hospital-based,1425 North Randall Rd,,Elgin,IL,60123,224-783-8486,,https://www.advocatehealth.com/sherman/,42.070025,-88.330943
ADVOCATE GOOD SHEPHERD HOSPITAL,hospital-based,450 West Highway 22,,Barrington,IL,60010,847-842-4130,,https://www.advocatehealth.com/gshp/patients-visitors/contact-us/,42.19522,-88.172433
Advocate Condell Hospital,hospital-based,801 S. Milwaukee Ave.,,Libertyville,IL,60048,847-990-5393,,https://www.advocatehealth.com/condell/,42.27461,-87.957651
NORTHWESTERN DELNOR HOSPITAL,hospital-based,300 Randall Rd,,Geneva,IL,60134,630-933-5000,,https://www.nm.org/locations/delnor-hospital?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_ODIyOTg0MS03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,41.886285,-88.343545
NORTHWEST COMMUNITY HOSPITAL,hospital-based,800 West Central Rd,,Arlington Heights,IL,60005,847-618-1000,,https://www.nch.org/locations/nch-hospital-and-emergency-department/,42.068193,-87.992483
Carle Foundation Hospital,hospital-based,611 W Park St,,Urbana,IL,61801,,,https://carle.org/locations/carle-foundation-hospital,40.117877,-88.213867
Crossroads Cancer Center,stand-alone imaging center,905 Medical Park Dr,,Effingham,IL,62401,,,https://cancercarespecialists.org/centers-clinics/crossroads-cancer-center/,39.130404,-88.554794
Sarah Bush Lincoln Health Center,hospital-based,1000 Health Center Dr,,Mattoon,IL,61938,,,https://www.sarahbush.org/,39.487911,-88.274098
NORTHWESTERN CENTRAL DUPAGE HOSPITAL,hospital-based,4405 Weaver Prkwy,,Warrenville,IL,60555,630-352-5450,,https://www.nm.org/locations/cancer-center-warrenville?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_ODIyOTgxMC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,41.805386,-88.158489
Duly Health and Care in Lisle,hospital-based,430 Warrenville Rd,,Lisle,IL,60532,630-545-7880,,https://www.dulyhealthandcare.com/location/430-warrenville-road-lisle,41.809187,-88.058847
AMITA Health Alexian Brothers Medical Center,hospital-based,800 Biesterfield Rd,,Elk Grove Village,IL,60007,,,https://www.amitahealth.org/location/amita-health-alexian-brothers-medical-center-elk-grove-village,42.004917,-88.014497
Elmhurst Hospital - Main Campus,hospital-based,155 E Brush Hill Rd,,Elmhurst,IL,60126,,,https://www.eehealth.org/locations/elmhurst/elmhurst-hospital-main-campus/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,41.86402,-87.935868
Elmhurst Cancer Center,hospital-based,177 E. Brush Hill Road,,Elmhurst,IL,60126,331-221-0150,,https://www.eehealth.org/locations/elmhurst/nancy-w-knowles-cancer-center/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,41.863937,-87.93493
EDWARD HOSPITAL,hospital-based,801 South Washington St,,Naperville,IL,60540,630-527-3200,,https://www.eehealth.org/locations/naperville/edward-hospital-main-campus/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,41.760659,-88.153422
AMITA CANCER INSTITUTE HINSDALE,stand-alone imaging center,1 Salt Creek Lane,,Hinsdale,IL,60521,630-286-5834,,https://www.amitahealth.org/location/amita-health-cancer-institute-hinsdale,41.818859,-87.919001
"EDWARD HINES, JR. VA HOSPITAL",hospital-based,5000 South 5th Ave,,Hines,IL,60141,708-202-8387,24398,https://www.va.gov/hines-health-care/,41.861051,-87.841136
Advocate Lutheran General Hospital,hospital-based,1700 Luther Ln,,Park Ridge,IL,60068,,,https://care.advocatehealth.com/locations/advocate-luthern-general-hospital-center-for-advanced-care,42.038349,-87.850446
NORTHWESTERN LAKE FOREST HOSPITAL,hospital-based,660 N. Westmoreland Rd,,Lake Forest,IL,60045,815-338-6600,,https://www.nm.org/locations/lake-forest-hospital,42.253037,-87.86518
Illinois Cancer Specialists,hospital-based,8195 W Golf Rd,,Niles,IL,60714,,,https://illinoiscancerspecialists.com/,42.054691,-87.831321
NorthShore Highland Park Hospital,hospital-based,777 Park Ave W,,Highland Park,IL,60035,,,https://www.northshore.org/locations/our-hospitals/highland-park-hospital/,42.190626,-87.807787
NORTHWESTERN MEMORIAL HEALTH CARE,hospital-based,251 E Huron St,,Chicago,IL,60611,312-926-3762,,https://www.nm.org/locations/northwestern-memorial-hospital-feinberg-pavilion?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_ODUwODQ4OS03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,41.894657,-87.62138
NORTHWESTERN MEMORIAL- ARKES PET/MR,hospital-based,676 North Saint Clair St,,Chicago,IL,60611,312-926-3762,,https://www.nm.org/locations/northwestern-memorial-hospital-arkes-pavilion?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_ODUwODUwMi03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,41.894599,-87.622954
RUSH UNIVERSITY MEDICAL CENTER,hospital-based,1653 W. Congress Pkwy,,Chicago,IL,60612,312-947-0100,,https://www.rush.edu/locations/emergency-services-rush-university-medical-center?utm_campaign=yext&utm_medium=organic&utm_source=listing,41.874903,-87.668091
University of Illinois Hospital,hospital-based,1740 W Taylor St,,Chicago,IL,60612,,,https://hospital.uillinois.edu/,41.869489,-87.670525
Jesse Brown VA Medical Center,hospital-based,820 South Damen Ave,,Chicago,IL,60612,,,https://www.va.gov/directory/guide/facility.asp?id=183,41.869946,-87.676996
Advocate Illinois Masonic Medical Center,hospital-based,836 W Wellington Ave,,Chicago,IL,60657,773-296-5559,,https://www.advocatehealth.com/immc/,41.936772,-87.651175
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,stand-alone imaging center,5841 S Maryland Ave,,Chicago,IL,60637,773-702-6024,,https://www.uchicagomedicine.org/,41.788518,-87.603267
Swedish Hospital,hospital-based,5140 N California Ave,,Chicago,IL,60625,,,https://www.swedishcovenant.org/,41.975302,-87.699481
Loyola University Medical Center,hospital-based,2160 S 1st Ave.,,Maywood,IL,60153,708-216-5927,,https://www.loyolamedicine.org/location/lumc,41.86036,-87.835034
Advocate Christ Outpatient Pavilion,hospital-based,4440 W 95th St,,Oak Lawn,IL,60453,,,https://care.advocatehealth.com/locations/advocate-christ-outpatient-pavilion-oak-lawn-il,41.721808,-87.732618
Affiliated Oncology Imaging,hospital-based,10604 SW Hwy,Suite 200,Chicago Ridge,IL,60415,,,https://aocancer.com/locations-physicians/locations/millenium-medical-center-chicago-ridge?utm_campaign=Rio-Listings&utm_source=local-listings&utm_med,41.699611,-87.79616
Advocate High Tech Medical Park,stand-alone imaging center,1800 SW Hwy,,Palos Heights,IL,60463,708-923-3067,,https://care.advocatehealth.com/locations/advocate-high-tech-medical-park-palos-heights,41.719753,-87.768291
MIDWESTERN REGIONAL MEDICAL CENTER,hospital-based,2520 Elisha Ave,,Zion,IL,60099,800-577-1255,,https://www.cancercenter.com/,42.448888,-87.827537
NorthShore Skokie Hospital,hospital-based,9600 Gross Point Rd,,Skokie,IL,60076,,,https://www.northshore.org/locations/our-hospitals/skokie-hospital/,42.055979,-87.739596
Ascension Medical Group - St. Vincent - Evansville,hospital-based,901 St Marys Dr,#300,Evansville,IN,47714,,,https://healthcare.ascension.org/locations/indiana/ineva/evansville-ascension-medical-group-st-vincent-evansville-heart-care?utm_campaign=gmb&utm_medi,37.96496,-87.504726
Center for Advance Medicine,hospital-based,901 St. Mary's Drive,,EVANSIVILLE,IN,47714,,,,37.96496,-87.504726
Deaconess Radiology Express,hospital-based,4087 Gateway Blvd,MOB 4,Newburgh,IN,47630,812-858-8863,,https://www.deaconess.com/Services/Imaging-Radiology/Locations,37.975473,-87.446974
HENDRICKS REGIONAL HEALTH,hospital-based,8244 US Highway 36,Suite 110,Avon,IN,46123,317-754-3523,,https://www.hendricks.org/avon-campus,39.764669,-86.377824
IU Health Arnett Cancer Center - Lafayette,hospital-based,420 N 26th St,,Lafayette,IN,47904,,,https://iuhealth.org/find-locations/iu-health-arnett-cancer-center-420-n-26th-st?utm_source=Google&utm_medium=Yext&y_source=1_MTE2NzE5NDEtNzE1LWxvY2F0,40.419772,-86.867904
"Unity Healthcare, LLC dba InnerVision Advanced Med",stand-alone imaging center,3801 Amelia Ave,,Lafayette,IN,47909,765 447-7447,,https://www.unityhc.com/specialty/radiology/,40.398081,-86.836378
Witham Health Services,hospital-based,2605 N Lebanon St.,,Lebanon,IN,46052,765-485-8360,,https://www.witham.org/,40.077091,-86.473626
Community Diagnostic Center,stand-alone imaging center,10020 Don S. Powers Dr,,Munster,IN,46321,219-703-1752,,https://www.comhs.org/,41.530138,-87.511499
